player_level,crafts,devils_crossing,rovers,homestead,the_black_legion,kymons_chosen,order_of_deaths_vigil,the_outcast,cult_of_bysmiel,cult_of_dreeg,cult_of_solael,coven_of_ugdenbog,barrowholm,malmouth_resistance
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
